,date,Inflation,Output_Gap,Interest_Rate
96,2045-07-01,0.52338415,0.7710655,22.900738
97,2045-10-01,0.52653706,0.7190915,30.0
98,2046-01-01,0.5370468,0.6645992,12.559957
99,2046-04-01,0.5969522,0.6584744,0.0
100,2046-07-01,0.7204414,0.62226456,1.7124841
101,2046-10-01,0.89963216,0.5960382,11.534213
102,2047-01-01,0.49395692,0.41099262,19.780363
103,2047-04-01,0.56752497,0.3677949,15.153669
104,2047-07-01,0.9894903,0.45683575,30.0
105,2047-10-01,0.76878613,0.5496453,30.0
106,2048-01-01,1.0,0.4542754,9.337149
107,2048-04-01,0.830268,0.48972774,30.0
108,2048-07-01,0.6463479,0.36685926,3.2290525
109,2048-10-01,0.7677352,0.213812,7.9211674
110,2049-01-01,0.7398844,0.19540718,0.0
111,2049-04-01,0.53809774,0.1215157,26.534214
112,2049-07-01,0.46663162,0.07477671,11.897689
113,2049-10-01,0.45717287,0.110151775,17.62798
114,2050-01-01,0.4682081,0.20584115,16.718273
115,2050-04-01,0.49290594,0.28331596,24.243732
116,2050-07-01,0.49395692,0.36588523,19.305166
117,2050-10-01,0.5170783,0.42167804,18.3866
