,date,Inflation,Output_Gap,Interest_Rate,Omega_Psi
60,2036-07-01,0.9557286500930786,0.009541613981127739,7.991388,0.0
61,2036-10-01,0.9517767429351807,0.011410719715058804,7.406727,0.0
62,2037-01-01,0.9246534705162048,0.0291120782494545,4.358187,0.0
63,2037-04-01,0.9331938028335571,0.018149077892303467,6.0141697,0.0
64,2037-07-01,0.9257898926734924,0.02382444031536579,5.03265,0.0
65,2037-10-01,0.9567350149154663,0.007321856915950775,9.002977,0.0
66,2038-01-01,0.939691424369812,0.017930680885910988,5.8578444,0.0
67,2038-04-01,0.9572185277938843,0.007863578386604786,8.709048,0.0
68,2038-07-01,0.9196587204933167,0.037527576088905334,3.5345604,0.0
69,2038-10-01,0.9209315180778503,0.025186987593770027,4.9610353,0.0
70,2039-01-01,0.9272565245628357,0.02102942392230034,5.509342,0.0
71,2039-04-01,0.918259859085083,0.02881450206041336,4.46847,0.0
72,2039-07-01,0.9236364364624023,0.022967305034399033,5.2377596,0.0
73,2039-10-01,0.9516357779502869,0.009077772498130798,8.312176,0.0
74,2040-01-01,0.9324600696563721,0.02205529622733593,5.19737,0.0
75,2040-04-01,0.9383845329284668,0.016089575365185738,6.3701,0.0
76,2040-07-01,0.9546242356300354,0.008787711150944233,8.347965,0.0
77,2040-10-01,0.9417609572410583,0.01648765802383423,6.158125,0.0
78,2041-01-01,0.923889696598053,0.02731489948928356,4.583561,0.0
79,2041-04-01,0.936305820941925,0.016322210431098938,6.3714695,0.0
80,2041-07-01,0.9618616700172424,0.00604667654260993,9.562348,0.0
81,2041-10-01,0.9319776296615601,0.024423465132713318,4.845323,0.0
82,2042-01-01,0.9495863914489746,0.010517035610973835,7.8147125,0.0
83,2042-04-01,0.9100795388221741,0.04255365580320358,3.089488,0.0
84,2042-07-01,0.9084131717681885,0.03382446989417076,4.094547,0.0
85,2042-10-01,0.907850980758667,0.03354800119996071,4.0915804,0.0
86,2043-01-01,0.9395696520805359,0.013201200403273106,7.169525,0.0
87,2043-04-01,0.9481996893882751,0.011843299493193626,7.3518186,0.0
88,2043-07-01,0.939399003982544,0.017164630815386772,6.0551157,0.0
89,2043-10-01,0.9397687315940857,0.016033127903938293,6.33908,0.0
90,2044-01-01,0.9466966390609741,0.012599337846040726,7.1523247,0.0
91,2044-04-01,0.9060996174812317,0.044724240899086,2.928047,0.0
92,2044-07-01,0.9289513826370239,0.01841447502374649,6.08901,0.0
93,2044-10-01,0.9289228916168213,0.02106492966413498,5.451013,0.0
94,2045-01-01,0.9100445508956909,0.03962221369147301,3.4635124,0.0
95,2045-04-01,0.9135584831237793,0.028962237760424614,4.5561523,0.0
96,2045-07-01,0.9358523488044739,0.015490638092160225,6.592461,0.0
97,2045-10-01,0.926109254360199,0.024010926485061646,4.9897914,0.0
98,2046-01-01,0.9501025080680847,0.009868004359304905,8.037915,0.0
99,2046-04-01,0.9333565831184387,0.021201934665441513,5.333806,0.0
100,2046-07-01,0.9070700407028198,0.042232781648635864,3.18358,0.0
101,2046-10-01,0.9235199093818665,0.02154047228395939,5.5394735,0.0
102,2047-01-01,0.9239972829818726,0.023451615124940872,5.125535,0.0
103,2047-04-01,0.9201968908309937,0.026346532627940178,4.75589,0.0
104,2047-07-01,0.9420325756072998,0.013202940113842487,7.1017857,0.0
105,2047-10-01,0.898386538028717,0.048644132912158966,2.6540656,0.0
106,2048-01-01,0.9146066904067993,0.025814196094870567,4.9873443,0.0
107,2048-04-01,0.9360671639442444,0.015452202409505844,6.5855546,0.0
108,2048-07-01,0.9388133883476257,0.01616121083498001,6.3176556,0.0
109,2048-10-01,0.9393534064292908,0.016182150691747665,6.3060193,0.0
110,2049-01-01,0.9289312362670898,0.022648150101304054,5.1727724,0.0
111,2049-04-01,0.9175982475280762,0.02992788329720497,4.3553834,0.0
112,2049-07-01,0.9079756736755371,0.03781348839402199,3.6783895,0.0
113,2049-10-01,0.9196056723594666,0.024033568799495697,5.153567,0.0
114,2050-01-01,0.9115298986434937,0.033538177609443665,4.0322785,0.0
115,2050-04-01,0.9324175715446472,0.017047826200723648,6.2908306,0.0
116,2050-07-01,0.9202721118927002,0.02823401801288128,4.505173,0.0
117,2050-10-01,0.895412027835846,0.04750821739435196,2.821456,0.0
